61221; 463; 15; -901
61231; 471; 13; -903
61241; 471; 15; -897
61251; 463; 14; -888
61261; 458; 18; -889
61271; 458; 21; -884
61281; 459; 20; -887
61291; 459; 16; -891
61301; 460; 14; -884
61311; 461; 16; -892
61321; 458; 13; -885
61331; 462; 12; -886
61341; 464; 17; -887
61351; 462; 13; -882
61361; 461; 20; -884
61371; 459; 15; -890
61381; 457; 15; -889
61391; 457; 13; -889
61401; 444; 15; -875
61411; 452; 15; -876
61421; 458; 14; -881
61431; 463; 15; -887
61441; 467; 10; -897
61451; 462; 10; -886
61461; 459; 10; -886
61471; 453; 12; -879
61481; 455; 14; -883
61491; 454; 15; -885
61501; 456; 13; -889
61511; 448; 12; -879
61521; 456; 14; -880
61531; 458; 15; -884
61541; 458; 17; -883
61551; 458; 12; -885
61561; 458; 13; -883
61571; 461; 14; -880
61581; 461; 17; -882
61591; 457; 17; -878
61601; 453; 16; -877
61611; 458; 15; -878
61621; 460; 15; -883
61631; 459; 17; -882
61641; 459; 14; -880
61651; 456; 14; -889
61661; 456; 9; -878
61671; 450; 17; -884
61681; 452; 16; -880
61691; 455; 18; -880
61701; 454; 13; -882
61711; 457; 12; -881
61721; 461; 18; -883
61731; 457; 10; -890
61741; 457; 14; -888
61751; 455; 12; -886
61761; 455; 11; -883
61771; 458; 18; -886
61781; 456; 11; -880
61791; 456; 14; -883
61801; 456; 14; -877
61811; 455; 15; -884
61821; 455; 17; -886
61831; 457; 13; -882
61841; 455; 18; -881
61851; 457; 13; -884
61861; 458; 11; -883
61871; 459; 18; -888
61881; 461; 14; -882
61891; 457; 14; -883
61901; 454; 12; -882
61911; 457; 11; -883
61921; 454; 14; -886
61931; 458; 11; -881
61941; 458; 17; -884
61951; 453; 10; -883
61961; 457; 16; -883
61971; 455; 14; -882
61981; 458; 15; -881
61991; 455; 20; -885
62001; 451; 14; -881
62011; 456; 15; -880
62021; 457; 11; -882
62031; 458; 12; -891
62041; 457; 13; -882
62051; 456; 13; -882
62061; 458; 12; -881
62071; 455; 12; -876
62081; 458; 19; -887
62091; 454; 12; -876
62101; 457; 14; -875
62111; 455; 14; -887
62121; 459; 9; -885
62131; 457; 15; -893
62141; 461; 4; -880
62151; 459; 15; -888
62161; 456; 18; -881
62171; 456; 18; -876
62181; 454; 24; -883
62191; 457; 15; -887
62201; 456; 14; -886
62211; 458; 14; -882
62221; 458; 9; -880
62231; 457; 16; -885
62241; 458; 16; -880
62251; 456; 14; -893
62261; 456; 13; -883
62271; 455; 16; -889
62281; 455; 16; -885
62291; 454; 15; -875
62301; 455; 8; -889
62311; 458; 13; -882
62321; 463; 14; -885
62331; 458; 19; -883
62341; 450; 18; -879
62351; 447; 16; -884
62361; 454; 19; -879
62371; 454; 12; -884
62381; 457; 13; -879
62391; 458; 9; -885
62401; 457; 14; -883
62411; 458; 15; -879
62421; 456; 17; -886
62431; 457; 15; -886
62441; 461; 16; -882
62451; 458; 15; -885
62461; 456; 15; -883
62471; 460; 14; -888
62481; 456; 14; -887
62491; 457; 13; -884
62501; 454; 14; -882
62511; 453; 13; -882
62521; 458; 21; -883
62531; 453; 17; -882
62541; 454; 15; -880
62551; 454; 16; -882
62561; 455; 14; -881
62571; 454; 14; -882
62581; 458; 13; -887
62591; 459; 15; -887
62601; 458; 14; -881
62611; 453; 17; -886
62621; 457; 15; -879
62631; 456; 22; -883
62641; 454; 17; -889
62651; 456; 9; -884
62661; 459; 16; -885
62671; 457; 13; -884
62681; 454; 16; -883
62691; 453; 14; -882
62701; 458; 15; -883
62711; 454; 17; -887
62721; 455; 12; -881
62731; 458; 22; -880
62741; 455; 19; -885
62751; 455; 16; -881
62761; 459; 18; -887
62771; 456; 14; -887
62781; 457; 17; -882
62791; 453; 18; -880
62801; 453; 14; -880
62811; 454; 16; -883
62821; 457; 15; -886
62831; 457; 12; -885
62841; 457; 9; -885
62851; 458; 14; -887
